BENSON,,,,
NGR = 4625E 1916N,,,,
Altitude = 57 metres,,,,
Latitude = 51:62N Longitude = 01:10W,,,,
Date,Hour,Hourly Mean Windspeed (kn),Hourly Mean Wind Direction (o),Hourly Temperature (°C)
01/05/2012,19,3,350,13.6
01/05/2012,20,5,30,10.8
01/05/2012,21,5,30,10.5
01/05/2012,22,6,20,11.0
01/05/2012,23,7,20,10.4
02/05/2012,0,6,40,10.2
02/05/2012,1,6,360,9.7
02/05/2012,2,6,360,9.3
02/05/2012,3,5,360,9.2
02/05/2012,4,5,10,9.1
02/05/2012,5,6,350,8.9
02/05/2012,6,6,350,8.7
02/05/2012,7,5,340,8.9
02/05/2012,8,7,350,9.2
02/05/2012,9,8,350,9.4
02/05/2012,10,7,350,10.0
02/05/2012,11,7,340,10.3
02/05/2012,12,8,350,10.7
02/05/2012,13,8,350,11.0
02/05/2012,14,8,350,11.7
02/05/2012,15,8,350,12.5
02/05/2012,16,8,340,12.9
02/05/2012,17,6,330,13.4
02/05/2012,18,6,350,13.4
02/05/2012,19,9,10,11.6
02/05/2012,20,8,20,10.2
02/05/2012,21,8,20,9.0
02/05/2012,22,8,10,8.3
02/05/2012,23,8,20,8.3
03/05/2012,0,6,10,8.5
03/05/2012,1,7,10,8.4
03/05/2012,2,7,10,8.3
03/05/2012,3,8,20,8.2
03/05/2012,4,7,20,7.9
03/05/2012,5,7,20,7.5
03/05/2012,6,9,30,7.3
03/05/2012,7,8,30,7.3
03/05/2012,8,9,20,7.3
03/05/2012,9,9,20,7.6
03/05/2012,10,12,20,7.7
03/05/2012,11,12,20,7.7
03/05/2012,12,9,20,8.4
03/05/2012,13,9,20,8.4
03/05/2012,14,8,20,8.2
03/05/2012,15,8,20,7.9
03/05/2012,16,8,20,7.8
03/05/2012,17,7,30,7.9
03/05/2012,18,5,30,7.8
03/05/2012,19,4,360,7.6
03/05/2012,20,5,10,7.3
03/05/2012,21,3,10,7.2
03/05/2012,22,3,20,7.0
03/05/2012,23,3,360,7.0
04/05/2012,0,3,350,6.9
04/05/2012,1,3,10,6.6
04/05/2012,2,3,350,6.5
04/05/2012,3,4,10,6.4
04/05/2012,4,3,360,6.3
04/05/2012,5,3,360,6.4
04/05/2012,6,4,360,6.4
04/05/2012,7,5,30,6.7
04/05/2012,8,4,10,7.4
04/05/2012,9,6,30,7.3
04/05/2012,10,7,10,8.0
04/05/2012,11,7,10,8.1
04/05/2012,12,7,10,9.3
04/05/2012,13,8,10,8.9
04/05/2012,14,9,20,9.3
04/05/2012,15,9,20,8.5
04/05/2012,16,8,10,7.9
04/05/2012,17,8,20,8.2
04/05/2012,18,6,50,8.0
04/05/2012,19,4,20,8.0
04/05/2012,20,4,10,7.9
04/05/2012,21,6,10,7.6
04/05/2012,22,8,20,7.2
04/05/2012,23,12,30,6.5
05/05/2012,0,11,20,5.9
05/05/2012,1,12,20,5.5
05/05/2012,2,13,20,4.9
05/05/2012,3,12,20,4.8
05/05/2012,4,9,20,4.6
05/05/2012,5,10,20,4.3
05/05/2012,6,9,10,4.2
05/05/2012,7,9,10,4.2
05/05/2012,8,10,20,4.9
05/05/2012,9,13,30,5.9
05/05/2012,10,11,30,7.2
05/05/2012,11,11,30,7.5
05/05/2012,12,11,40,8.4
05/05/2012,13,10,30,9.1
05/05/2012,14,11,40,9.0
05/05/2012,15,11,50,9.7
05/05/2012,16,10,40,9.7
05/05/2012,17,11,40,9.2
05/05/2012,18,11,30,7.9
05/05/2012,19,11,40,7.6
05/05/2012,20,10,40,6.6
05/05/2012,21,10,40,6.1
05/05/2012,22,10,50,5.7
05/05/2012,23,7,40,5.5
06/05/2012,0,5,20,5.3
06/05/2012,1,5,10,5.0
06/05/2012,2,5,10,4.8
06/05/2012,3,5,10,4.6
06/05/2012,4,5,10,4.2
06/05/2012,5,5,10,4.1
06/05/2012,6,5,10,4.5
06/05/2012,7,5,10,5.0
06/05/2012,8,6,30,5.7
06/05/2012,9,6,20,6.7
06/05/2012,10,8,30,7.1
06/05/2012,11,8,30,7.7
06/05/2012,12,7,30,8.7
06/05/2012,13,6,30,9.0
06/05/2012,14,6,40,9.5
06/05/2012,15,5,40,9.8
06/05/2012,16,4,20,9.7
06/05/2012,17,5,30,9.6
06/05/2012,18,6,50,9.2
06/05/2012,19,5,70,7.6
06/05/2012,20,5,120,5.0
06/05/2012,21,5,100,3.2
06/05/2012,22,2,160,2.1
06/05/2012,23,2,140,3.0
07/05/2012,0,3,170,3.2
07/05/2012,1,2,140,1.0
07/05/2012,2,1,130,1.6
07/05/2012,3,2,120,2.3
07/05/2012,4,1,200,2.7
07/05/2012,5,3,90,3.0
07/05/2012,6,7,110,5.2
07/05/2012,7,9,120,6.7
07/05/2012,8,9,140,7.5
07/05/2012,9,8,130,8.1
07/05/2012,10,9,130,8.7
07/05/2012,11,9,120,8.9
07/05/2012,12,9,140,9.3
07/05/2012,13,12,140,10.3
07/05/2012,14,13,150,11.3
07/05/2012,15,13,160,13.2
07/05/2012,16,10,150,14.5
07/05/2012,17,13,190,13.8
07/05/2012,18,11,190,12.7
07/05/2012,19,11,180,12.6
07/05/2012,20,11,170,11.4
07/05/2012,21,12,170,10.4
07/05/2012,22,13,160,10.6
07/05/2012,23,13,160,10.5
08/05/2012,0,13,170,10.7
08/05/2012,1,9,180,10.7
08/05/2012,2,8,190,10.7
08/05/2012,3,9,180,10.5
08/05/2012,4,8,180,10.5
08/05/2012,5,8,180,10.3
08/05/2012,6,6,180,10.5
08/05/2012,7,6,180,11.1
08/05/2012,8,7,180,11.6
08/05/2012,9,8,210,12.2
08/05/2012,10,7,240,12.2
08/05/2012,11,6,220,12.5
08/05/2012,12,5,210,14.3
08/05/2012,13,6,230,15.0
08/05/2012,14,9,200,16.0
08/05/2012,15,9,210,16.3
08/05/2012,16,9,210,16.5
08/05/2012,17,9,240,16.9
08/05/2012,18,7,230,15.6
08/05/2012,19,7,250,14.6
08/05/2012,20,5,240,13.3
08/05/2012,21,3,220,12.6
08/05/2012,22,3,270,12.3
08/05/2012,23,4,270,10.6
09/05/2012,0,2,280,10.1
09/05/2012,1,2,230,9.3
09/05/2012,2,2,200,9.0
09/05/2012,3,2,190,8.8
09/05/2012,4,2,300,8.2
09/05/2012,5,2,330,8.1
09/05/2012,6,2,10,8.3
09/05/2012,7,3,20,8.9
09/05/2012,8,3,30,9.7
09/05/2012,9,3,20,10.3
09/05/2012,10,2,200,11.0
09/05/2012,11,5,180,11.9
09/05/2012,12,6,180,12.6
09/05/2012,13,6,180,13.7
09/05/2012,14,11,180,15.0
09/05/2012,15,14,190,14.7
09/05/2012,16,12,190,14.6
09/05/2012,17,12,200,14.3
09/05/2012,18,12,190,13.9
09/05/2012,19,11,180,13.7
09/05/2012,20,13,180,13.7
09/05/2012,21,13,170,14.0
09/05/2012,22,14,170,13.7
09/05/2012,23,13,170,14.1
10/05/2012,0,15,180,14.7
10/05/2012,1,16,190,14.7
10/05/2012,2,13,190,14.6
10/05/2012,3,14,190,14.6
10/05/2012,4,13,190,14.2
10/05/2012,5,14,180,14.2
10/05/2012,6,13,180,14.8
10/05/2012,7,12,200,14.8
10/05/2012,8,13,200,15.3
10/05/2012,9,14,190,16.4
10/05/2012,10,14,200,16.5
10/05/2012,11,16,200,16.8
10/05/2012,12,17,180,15.9
10/05/2012,13,13,190,14.9
10/05/2012,14,11,180,14.7
10/05/2012,15,9,190,15.4
10/05/2012,16,12,200,15.9
10/05/2012,17,13,200,15.4
10/05/2012,18,14,200,15.0
10/05/2012,19,13,210,14.6
10/05/2012,20,11,190,14.2
10/05/2012,21,11,190,13.9
10/05/2012,22,13,200,13.7
10/05/2012,23,13,200,13.3
11/05/2012,0,14,210,12.7
11/05/2012,1,13,210,12.4
11/05/2012,2,12,210,12.1
11/05/2012,3,11,240,11.1
11/05/2012,4,12,240,10.7
11/05/2012,5,9,220,9.5
11/05/2012,6,9,230,10.1
11/05/2012,7,12,240,11.2
11/05/2012,8,14,250,11.7
11/05/2012,9,13,260,12.4
11/05/2012,10,12,260,12.4
11/05/2012,11,12,280,12.1
11/05/2012,12,12,290,12.4
11/05/2012,13,11,290,12.5
11/05/2012,14,13,290,14.0
11/05/2012,15,13,290,14.9
11/05/2012,16,13,300,14.0
11/05/2012,17,12,310,12.8
11/05/2012,18,13,320,12.3
11/05/2012,19,11,330,10.8
11/05/2012,20,6,330,8.5
11/05/2012,21,3,340,7.6
11/05/2012,22,3,350,4.4
11/05/2012,23,3,310,6.5
12/05/2012,0,3,290,4.8
12/05/2012,1,1,260,2.3
12/05/2012,2,2,310,4.8
12/05/2012,3,2,310,2.3
12/05/2012,4,2,320,1.9
12/05/2012,5,3,300,3.3
12/05/2012,6,4,320,5.4
12/05/2012,7,7,330,7.2
12/05/2012,8,9,340,8.7
12/05/2012,9,10,350,10.2
12/05/2012,10,10,350,11.0
12/05/2012,11,10,340,12.1
12/05/2012,12,10,360,12.9
12/05/2012,13,9,340,13.1
12/05/2012,14,8,340,13.1
12/05/2012,15,7,360,13.4
12/05/2012,16,7,350,13.3
12/05/2012,17,6,360,12.9
12/05/2012,18,3,360,13.5
12/05/2012,19,3,360,11.8
12/05/2012,20,2,40,9.5
12/05/2012,21,2,90,5.0
12/05/2012,22,2,100,3.8
12/05/2012,23,1,120,3.7
13/05/2012,0,1,70,2.3
13/05/2012,1,1,270,2.2
13/05/2012,2,1,120,0.7
13/05/2012,3,3,100,0.1
13/05/2012,4,1,170,0.6
13/05/2012,5,0,0,1.4
13/05/2012,6,1,190,3.6
13/05/2012,7,1,200,8.4
13/05/2012,8,3,270,10.5
13/05/2012,9,3,270,12.1
13/05/2012,10,7,250,13.6
13/05/2012,11,12,230,14.4
13/05/2012,12,12,230,14.6
13/05/2012,13,11,230,14.1
13/05/2012,14,11,230,14.4
13/05/2012,15,12,220,14.9
13/05/2012,16,13,230,15.2
13/05/2012,17,12,230,14.9
13/05/2012,18,12,220,14.1
13/05/2012,19,12,220,13.2
13/05/2012,20,9,220,11.0
13/05/2012,21,7,220,9.1
13/05/2012,22,6,210,7.6
13/05/2012,23,7,210,6.9
14/05/2012,0,9,210,7.4
14/05/2012,1,9,200,6.0
14/05/2012,2,7,210,6.0
14/05/2012,3,9,210,5.8
14/05/2012,4,11,210,6.0
14/05/2012,5,10,200,6.4
14/05/2012,6,10,210,6.6
14/05/2012,7,9,210,6.9
14/05/2012,8,9,210,7.3
14/05/2012,9,9,210,8.0
14/05/2012,10,10,210,8.5
14/05/2012,11,10,200,9.3
14/05/2012,12,10,200,9.9
14/05/2012,13,12,210,9.9
14/05/2012,14,12,210,11.4
14/05/2012,15,12,210,12.3
14/05/2012,16,13,210,12.6
14/05/2012,17,14,220,13.5
14/05/2012,18,12,230,12.9
14/05/2012,19,11,240,11.3
14/05/2012,20,9,260,9.3
14/05/2012,21,8,270,8.4
14/05/2012,22,7,260,7.4
14/05/2012,23,5,250,6.1
15/05/2012,0,3,210,5.3
15/05/2012,1,5,250,6.3
15/05/2012,2,5,270,5.6
15/05/2012,3,3,250,5.2
15/05/2012,4,6,280,5.6
15/05/2012,5,7,270,5.5
15/05/2012,6,9,290,5.3
15/05/2012,7,7,290,5.7
15/05/2012,8,10,290,6.8
15/05/2012,9,12,300,6.8
15/05/2012,10,14,310,7.1
15/05/2012,11,13,320,8.7
15/05/2012,12,14,320,9.1
15/05/2012,13,14,300,11.5
15/05/2012,14,13,320,10.7
15/05/2012,15,11,340,9.2
15/05/2012,16,10,330,11.3
15/05/2012,17,12,10,6.1
15/05/2012,18,6,10,7.5
15/05/2012,19,3,320,8.4
15/05/2012,20,4,330,6.4
15/05/2012,21,3,330,6.1
15/05/2012,22,2,320,5.7
15/05/2012,23,2,260,3.7
16/05/2012,0,1,180,1.9
16/05/2012,1,2,180,0.9
16/05/2012,2,2,190,1.3
16/05/2012,3,3,190,1.5
16/05/2012,4,3,200,1.2
16/05/2012,5,1,90,0.7
16/05/2012,6,2,170,3.0
16/05/2012,7,3,250,6.2
16/05/2012,8,5,290,7.9
16/05/2012,9,6,300,9.6
16/05/2012,10,6,290,10.3
16/05/2012,11,8,280,11.5
16/05/2012,12,8,280,11.4
16/05/2012,13,7,280,12.1
16/05/2012,14,8,270,12.8
16/05/2012,15,8,290,12.3
16/05/2012,16,6,290,13.7
16/05/2012,17,6,280,13.0
16/05/2012,18,3,300,13.1
16/05/2012,19,1,260,12.2
16/05/2012,20,2,170,10.8
16/05/2012,21,2,120,9.0
16/05/2012,22,4,190,8.8
16/05/2012,23,6,170,6.4
17/05/2012,0,5,160,5.7
17/05/2012,1,5,170,5.3
17/05/2012,2,2,170,4.6
17/05/2012,3,1,110,5.3
17/05/2012,4,1,110,5.7
17/05/2012,5,3,160,6.3
17/05/2012,6,5,170,7.3
17/05/2012,7,5,170,8.8
17/05/2012,8,7,170,9.7
17/05/2012,9,8,150,10.1
17/05/2012,10,9,140,11.7
17/05/2012,11,10,140,12.1
17/05/2012,12,10,130,12.7
17/05/2012,13,n/a,n/a,12.7
17/05/2012,14,8,120,13.5
17/05/2012,15,8,140,13.5
17/05/2012,16,8,110,13.4
17/05/2012,17,8,120,13.4
17/05/2012,18,9,100,13.0
17/05/2012,19,9,120,12.0
17/05/2012,20,8,120,11.2
17/05/2012,21,5,80,10.4
17/05/2012,22,5,50,10.0
17/05/2012,23,7,30,9.9
18/05/2012,0,7,40,8.9
18/05/2012,1,7,30,8.7
18/05/2012,2,8,30,8.5
18/05/2012,3,8,40,7.8
18/05/2012,4,10,50,8.1
18/05/2012,5,7,20,6.1
18/05/2012,6,5,20,7.9
18/05/2012,7,5,10,9.4
18/05/2012,8,7,20,10.0
18/05/2012,9,9,30,11.7
18/05/2012,10,10,20,12.9
18/05/2012,11,9,40,15.0
18/05/2012,12,10,70,15.6
18/05/2012,13,9,70,15.2
18/05/2012,14,8,120,14.7
18/05/2012,15,6,130,14.6
18/05/2012,16,7,140,14.2
18/05/2012,17,6,150,14.3
18/05/2012,18,7,160,13.1
18/05/2012,19,6,150,12.7
18/05/2012,20,5,150,12.1
18/05/2012,21,6,160,11.9
18/05/2012,22,5,170,11.6
18/05/2012,23,4,180,11.5
19/05/2012,0,5,180,11.4
19/05/2012,1,5,190,11.5
19/05/2012,2,5,200,11.3
19/05/2012,3,7,200,11.2
19/05/2012,4,8,220,10.5
19/05/2012,5,7,210,10.0
19/05/2012,6,5,210,10.2
19/05/2012,7,4,210,11.1
19/05/2012,8,4,210,11.6
19/05/2012,9,4,200,12.5
19/05/2012,10,4,210,12.4
19/05/2012,11,2,330,12.8
19/05/2012,12,2,10,13.6
19/05/2012,13,4,350,14.4
19/05/2012,14,7,10,14.3
19/05/2012,15,7,20,14.8
19/05/2012,16,9,20,14.1
19/05/2012,17,11,20,13.3
19/05/2012,18,11,20,11.8
19/05/2012,19,10,20,11.0
19/05/2012,20,9,20,10.3
19/05/2012,21,9,20,9.9
19/05/2012,22,9,40,9.4
19/05/2012,23,10,40,9.0
20/05/2012,0,10,40,8.7
20/05/2012,1,10,40,8.3
20/05/2012,2,9,20,7.9
20/05/2012,3,7,20,8.1
20/05/2012,4,7,20,8.1
20/05/2012,5,7,20,8.1
20/05/2012,6,9,20,8.1
20/05/2012,7,10,30,8.4
20/05/2012,8,9,20,8.5
20/05/2012,9,9,20,9.0
20/05/2012,10,11,20,9.7
20/05/2012,11,10,20,9.8
20/05/2012,12,11,20,9.9
20/05/2012,13,10,20,10.4
20/05/2012,14,11,10,10.3
20/05/2012,15,9,20,10.6
20/05/2012,16,10,30,11.0
20/05/2012,17,10,20,11.2
20/05/2012,18,11,10,10.8
20/05/2012,19,8,20,10.4
20/05/2012,20,8,10,10.3
20/05/2012,21,9,20,10.0
20/05/2012,22,7,10,9.9
20/05/2012,23,6,10,9.8
21/05/2012,0,7,360,9.6
21/05/2012,1,7,360,9.0
21/05/2012,2,8,360,9.1
21/05/2012,3,9,10,9.0
21/05/2012,4,8,10,8.8
21/05/2012,5,11,10,8.6
21/05/2012,6,10,20,8.6
21/05/2012,7,9,360,8.8
21/05/2012,8,10,360,9.1
21/05/2012,9,9,360,9.6
21/05/2012,10,9,350,10.6
21/05/2012,11,9,350,11.6
21/05/2012,12,10,360,12.6
21/05/2012,13,10,360,12.7
21/05/2012,14,9,360,13.8
21/05/2012,15,9,360,14.3
21/05/2012,16,8,360,15.5
21/05/2012,17,8,330,16.5
21/05/2012,18,8,340,16.7
21/05/2012,19,7,340,15.9
21/05/2012,20,5,330,14.2
21/05/2012,21,4,340,10.5
21/05/2012,22,3,340,9.7
21/05/2012,23,3,340,9.7
22/05/2012,0,4,340,9.2
22/05/2012,1,4,340,8.9
22/05/2012,2,3,10,8.0
22/05/2012,3,3,340,9.5
22/05/2012,4,3,320,9.2
22/05/2012,5,3,320,8.9
22/05/2012,6,2,320,9.7
22/05/2012,7,3,320,12.6
22/05/2012,8,8,350,14.3
22/05/2012,9,8,340,16.3
22/05/2012,10,8,350,17.8
22/05/2012,11,9,340,20.0
22/05/2012,12,10,330,21.2
22/05/2012,13,10,340,22.3
22/05/2012,14,10,350,23.2
22/05/2012,15,9,340,23.9
22/05/2012,16,9,340,24.2
22/05/2012,17,7,340,24.0
22/05/2012,18,6,330,23.4
22/05/2012,19,5,330,22.1
22/05/2012,20,4,320,19.8
22/05/2012,21,2,340,15.5
22/05/2012,22,1,10,14.0
22/05/2012,23,1,10,12.3
23/05/2012,0,1,340,13.3
23/05/2012,1,3,300,12.5
23/05/2012,2,1,320,11.7
23/05/2012,3,2,320,11.1
23/05/2012,4,2,310,10.2
23/05/2012,5,3,300,10.4
23/05/2012,6,2,340,11.4
23/05/2012,7,3,330,13.9
23/05/2012,8,5,340,16.3
23/05/2012,9,6,350,17.5
23/05/2012,10,6,340,19.3
23/05/2012,11,5,350,21.1
23/05/2012,12,5,350,22.1
23/05/2012,13,5,340,23.0
23/05/2012,14,5,330,24.3
23/05/2012,15,5,340,24.9
23/05/2012,16,5,340,25.1
23/05/2012,17,5,340,24.9
23/05/2012,18,4,340,24.4
23/05/2012,19,3,10,23.3
23/05/2012,20,2,350,21.1
23/05/2012,21,4,10,19.6
23/05/2012,22,6,290,18.1
23/05/2012,23,1,210,15.9
24/05/2012,0,1,170,14.7
24/05/2012,1,2,160,13.7
24/05/2012,2,1,200,14.1
24/05/2012,3,3,300,13.8
24/05/2012,4,3,310,14.0
24/05/2012,5,1,360,14.4
24/05/2012,6,2,320,15.2
24/05/2012,7,5,330,15.4
24/05/2012,8,5,340,16.1
24/05/2012,9,7,30,17.1
24/05/2012,10,7,20,17.9
24/05/2012,11,6,10,19.9
24/05/2012,12,7,10,21.0
24/05/2012,13,7,20,22.1
24/05/2012,14,7,20,23.3
24/05/2012,15,8,20,24.0
24/05/2012,16,8,30,24.7
24/05/2012,17,8,30,24.5
24/05/2012,18,8,30,23.7
24/05/2012,19,8,30,22.2
24/05/2012,20,6,30,19.7
24/05/2012,21,7,40,19.0
24/05/2012,22,5,30,17.7
24/05/2012,23,6,30,17.7
25/05/2012,0,4,360,16.7
25/05/2012,1,4,360,16.0
25/05/2012,2,4,340,15.1
25/05/2012,3,7,20,14.7
25/05/2012,4,7,30,14.3
25/05/2012,5,7,30,13.1
25/05/2012,6,6,20,12.9
25/05/2012,7,7,30,14.5
25/05/2012,8,7,10,16.5
25/05/2012,9,7,20,19.7
25/05/2012,10,8,20,22.1
25/05/2012,11,10,50,23.8
25/05/2012,12,14,70,24.2
25/05/2012,13,16,80,24.8
25/05/2012,14,16,70,24.5
25/05/2012,15,15,70,24.3
25/05/2012,16,16,70,23.8
25/05/2012,17,16,70,22.5
25/05/2012,18,16,70,21.6
25/05/2012,19,15,70,20.6
25/05/2012,20,11,60,18.3
25/05/2012,21,8,40,16.3
25/05/2012,22,8,40,16.2
25/05/2012,23,12,70,16.8
26/05/2012,0,11,80,15.8
26/05/2012,1,8,70,15.1
26/05/2012,2,7,30,14.2
26/05/2012,3,6,360,12.9
26/05/2012,4,8,20,12.5
26/05/2012,5,8,30,13.5
26/05/2012,6,9,40,15.3
26/05/2012,7,8,50,18.0
26/05/2012,8,9,60,19.8
26/05/2012,9,9,70,21.3
26/05/2012,10,13,80,22.8
26/05/2012,11,15,70,23.4
26/05/2012,12,16,70,23.8
26/05/2012,13,17,80,24.5
26/05/2012,14,16,70,24.3
26/05/2012,15,15,80,24.1
26/05/2012,16,14,90,24.0
26/05/2012,17,13,90,23.4
26/05/2012,18,13,90,22.0
26/05/2012,19,10,70,20.1
26/05/2012,20,8,60,17.9
26/05/2012,21,8,60,16.2
26/05/2012,22,6,60,14.3
26/05/2012,23,9,50,15.0
27/05/2012,0,9,50,14.0
27/05/2012,1,4,310,11.8
27/05/2012,2,5,340,11.5
27/05/2012,3,4,350,10.2
27/05/2012,4,5,330,10.2
27/05/2012,5,5,350,10.3
27/05/2012,6,4,340,12.4
27/05/2012,7,4,350,14.4
27/05/2012,8,3,350,17.1
27/05/2012,9,3,340,19.8
27/05/2012,10,4,20,21.9
27/05/2012,11,5,50,23.7
27/05/2012,12,7,100,24.7
27/05/2012,13,10,90,25.2
27/05/2012,14,11,110,25.5
27/05/2012,15,9,100,25.5
27/05/2012,16,8,100,25.1
27/05/2012,17,8,100,24.4
27/05/2012,18,5,200,24.3
27/05/2012,19,3,210,22.4
27/05/2012,20,6,120,20.2
27/05/2012,21,6,90,14.0
27/05/2012,22,5,80,14.4
27/05/2012,23,3,280,16.6
28/05/2012,0,3,260,15.2
28/05/2012,1,3,300,12.2
28/05/2012,2,2,360,11.8
28/05/2012,3,1,310,10.2
28/05/2012,4,2,60,9.8
28/05/2012,5,1,200,10.4
28/05/2012,6,1,70,13.8
28/05/2012,7,1,320,14.4
28/05/2012,8,2,270,16.2
28/05/2012,9,3,230,18.0
28/05/2012,10,4,220,19.4
28/05/2012,11,6,240,19.3
28/05/2012,12,4,270,21.6
28/05/2012,13,5,280,23.3
28/05/2012,14,7,250,23.8
28/05/2012,15,7,250,23.8
28/05/2012,16,8,250,23.9
28/05/2012,17,8,240,24.0
28/05/2012,18,8,250,22.7
28/05/2012,19,6,250,21.9
28/05/2012,20,5,240,19.7
28/05/2012,21,4,210,15.8
28/05/2012,22,3,190,15.3
28/05/2012,23,4,220,13.7
29/05/2012,0,3,170,14.1
29/05/2012,1,2,250,13.0
29/05/2012,2,2,310,13.2
29/05/2012,3,2,320,11.5
29/05/2012,4,2,340,8.6
29/05/2012,5,1,30,9.9
29/05/2012,6,2,330,12.6
29/05/2012,7,4,340,15.3
29/05/2012,8,7,10,16.5
29/05/2012,9,9,10,17.4
29/05/2012,10,9,20,17.9
29/05/2012,11,7,40,18.3
29/05/2012,12,6,20,20.5
29/05/2012,13,5,10,20.5
29/05/2012,14,4,360,20.8
29/05/2012,15,4,320,20.8
29/05/2012,16,5,280,21.2
29/05/2012,17,5,260,21.5
29/05/2012,18,5,10,20.7
29/05/2012,19,4,30,19.0
29/05/2012,20,3,60,18.0
29/05/2012,21,3,80,15.7
29/05/2012,22,3,120,16.6
29/05/2012,23,7,130,16.3
30/05/2012,0,5,190,14.6
30/05/2012,1,3,160,11.8
30/05/2012,2,4,180,12.2
30/05/2012,3,4,180,11.6
30/05/2012,4,3,190,10.6
30/05/2012,5,2,200,10.4
30/05/2012,6,3,200,12.4
30/05/2012,7,3,190,14.9
30/05/2012,8,4,200,16.8
30/05/2012,9,3,210,18.9
30/05/2012,10,5,230,20.9
30/05/2012,11,5,230,21.8
30/05/2012,12,7,220,23.1
30/05/2012,13,6,220,22.6
30/05/2012,14,7,200,22.8
30/05/2012,15,9,200,22.2
30/05/2012,16,8,200,23.1
30/05/2012,17,10,210,22.6
30/05/2012,18,8,210,21.6
30/05/2012,19,8,210,20.2
30/05/2012,20,7,220,19.1
30/05/2012,21,5,270,17.4
30/05/2012,22,5,230,16.0
30/05/2012,23,6,230,14.5
31/05/2012,0,4,230,13.7
31/05/2012,1,3,220,13.1
31/05/2012,2,2,240,12.5
31/05/2012,3,3,250,12.5
31/05/2012,4,4,260,11.9
31/05/2012,5,4,220,11.8
31/05/2012,6,4,230,13.0
31/05/2012,7,5,250,13.7
31/05/2012,8,8,260,14.5
31/05/2012,9,8,250,15.7
31/05/2012,10,9,250,16.4
31/05/2012,11,9,250,17.5
31/05/2012,12,10,260,17.0
31/05/2012,13,11,260,16.4
31/05/2012,14,12,240,16.9
31/05/2012,15,11,260,16.9
31/05/2012,16,11,260,15.2
31/05/2012,17,9,270,16.1
31/05/2012,18,9,250,16.1
31/05/2012,19,7,260,16.1
31/05/2012,20,6,280,15.8
31/05/2012,21,4,250,15.3
31/05/2012,22,3,230,14.8
31/05/2012,23,4,220,14.3
01/06/2012,0,4,240,13.8
01/06/2012,1,4,230,12.0
01/06/2012,2,3,170,10.7
01/06/2012,3,2,190,12.9
01/06/2012,4,2,270,13.5
01/06/2012,5,3,180,13.6
01/06/2012,6,1,190,14.2
01/06/2012,7,2,230,15.1
01/06/2012,8,4,260,15.7
01/06/2012,9,4,280,16.4
01/06/2012,10,3,300,17.2
01/06/2012,11,3,290,19.1
01/06/2012,12,3,330,19.7
01/06/2012,13,4,350,19.0
01/06/2012,14,4,10,18.6
01/06/2012,15,4,20,19.3
01/06/2012,16,5,20,19.3
01/06/2012,17,5,30,18.5
01/06/2012,18,5,20,18.1
01/06/2012,19,5,30,17.3
01/06/2012,20,6,40,15.8
01/06/2012,21,5,40,15.4
01/06/2012,22,6,70,14.9
01/06/2012,23,8,90,14.8
02/06/2012,0,5,100,14.5
02/06/2012,1,4,100,14.4
02/06/2012,2,5,110,13.8
02/06/2012,3,7,110,13.3
02/06/2012,4,7,100,13.0
02/06/2012,5,9,100,12.4
02/06/2012,6,8,100,12.2
02/06/2012,7,7,70,12.5
02/06/2012,8,11,90,12.9
02/06/2012,9,12,100,13.7
02/06/2012,10,12,110,13.3
02/06/2012,11,10,110,13.4
02/06/2012,12,12,110,13.7
02/06/2012,13,11,110,14.8
02/06/2012,14,12,110,16.5
02/06/2012,15,10,110,16.6
02/06/2012,16,9,110,17.2
02/06/2012,17,11,100,17.5
02/06/2012,18,9,80,16.8
02/06/2012,19,10,80,15.6
02/06/2012,20,10,80,13.8
02/06/2012,21,9,70,11.7
02/06/2012,22,5,40,10.7
02/06/2012,23,5,30,10.5
03/06/2012,0,6,60,11.0
03/06/2012,1,6,70,11.3
03/06/2012,2,7,80,11.6
03/06/2012,3,7,90,11.7
03/06/2012,4,5,90,11.6
03/06/2012,5,3,110,11.8
03/06/2012,6,3,140,11.9
03/06/2012,7,5,120,11.6
03/06/2012,8,6,120,11.5
03/06/2012,9,7,110,11.9
03/06/2012,10,7,100,12.2
03/06/2012,11,11,110,12.1
03/06/2012,12,13,110,12.3
03/06/2012,13,12,110,12.5
03/06/2012,14,12,100,12.6
03/06/2012,15,12,110,12.5
03/06/2012,16,13,100,12.3
03/06/2012,17,14,100,11.9
03/06/2012,18,15,110,11.4
03/06/2012,19,16,110,11.0
03/06/2012,20,15,110,10.9
03/06/2012,21,14,110,10.9
03/06/2012,22,8,60,10.7
03/06/2012,23,8,50,9.9
04/06/2012,0,10,50,9.3
04/06/2012,1,13,30,8.0
04/06/2012,2,17,30,7.6
04/06/2012,3,15,20,7.6
04/06/2012,4,13,20,7.1
04/06/2012,5,12,10,7.0
04/06/2012,6,11,10,7.2
04/06/2012,7,11,360,8.1
04/06/2012,8,10,360,8.9
04/06/2012,9,10,360,9.4
04/06/2012,10,8,10,10.7
04/06/2012,11,8,20,11.1
04/06/2012,12,6,340,11.7
04/06/2012,13,8,360,12.1
04/06/2012,14,7,350,13.1
04/06/2012,15,7,30,12.9
04/06/2012,16,6,30,12.7
04/06/2012,17,5,30,12.4
04/06/2012,18,5,20,12.8
