BENSON,,,,
NGR = 4625E 1916N,,,,
Altitude = 57 metres,,,,
Latitude = 51:62N Longitude = 01:10W,,,,
Date,Hour,Hourly Mean Windspeed (kn),Hourly Mean Wind Direction (o),Hourly Temperature (°C)
21/05/2013,10,10,360,12.5
21/05/2013,11,8,360,12.5
21/05/2013,12,8,350,12.6
21/05/2013,13,9,360,12.3
21/05/2013,14,8,360,13.1
21/05/2013,15,7,350,13.7
21/05/2013,16,8,330,14.9
21/05/2013,17,8,330,14.9
21/05/2013,18,8,310,15.1
21/05/2013,19,5,310,14.3
21/05/2013,20,7,320,12.3
21/05/2013,21,6,340,11.5
21/05/2013,22,3,320,11.1
21/05/2013,23,4,320,11.1
22/05/2013,0,6,340,10.7
22/05/2013,1,5,340,10.5
22/05/2013,2,6,330,10.2
22/05/2013,3,7,340,9.9
22/05/2013,4,5,330,9.7
22/05/2013,5,4,310,9.5
22/05/2013,6,6,310,9.4
22/05/2013,7,8,330,9.9
22/05/2013,8,9,330,10.9
22/05/2013,9,9,320,11.2
22/05/2013,10,10,320,11.4
22/05/2013,11,9,310,11.5
22/05/2013,12,9,310,11.8
22/05/2013,13,10,320,12.4
22/05/2013,14,11,320,13.1
22/05/2013,15,9,320,13.7
22/05/2013,16,12,320,14.7
22/05/2013,17,11,320,14.1
22/05/2013,18,13,320,12.7
22/05/2013,19,12,320,11.9
22/05/2013,20,10,320,9.6
22/05/2013,21,7,300,8.7
22/05/2013,22,8,310,8.2
22/05/2013,23,7,300,7.7
23/05/2013,0,9,310,7.6
23/05/2013,1,8,310,7.1
23/05/2013,2,9,320,6.4
23/05/2013,3,8,310,5.8
23/05/2013,4,8,310,5.5
23/05/2013,5,5,300,5.1
23/05/2013,6,8,300,6.3
23/05/2013,7,11,310,7.3
23/05/2013,8,12,320,8.8
23/05/2013,9,13,320,7.9
23/05/2013,10,11,330,9.8
23/05/2013,11,13,320,5.3
23/05/2013,12,9,320,6.7
23/05/2013,13,n/a,n/a,8.3
23/05/2013,14,n/a,n/a,10.3
23/05/2013,15,13,330,7.4
23/05/2013,16,11,20,6.8
23/05/2013,17,7,340,8.1
23/05/2013,18,8,320,8.6
23/05/2013,19,7,290,7.5
23/05/2013,20,8,300,5.3
23/05/2013,21,3,280,5.3
23/05/2013,22,4,260,5.3
23/05/2013,23,5,270,4.6
24/05/2013,0,5,270,4.6
24/05/2013,1,5,280,4.8
24/05/2013,2,6,270,4.8
24/05/2013,3,7,270,5.0
24/05/2013,4,7,270,5.2
24/05/2013,5,6,270,5.2
24/05/2013,6,8,290,5.1
24/05/2013,7,8,290,5.7
24/05/2013,8,10,280,7.5
24/05/2013,9,13,290,7.3
24/05/2013,10,12,280,7.8
24/05/2013,11,13,290,8.6
24/05/2013,12,14,290,7.8
24/05/2013,13,13,290,8.3
24/05/2013,14,17,310,7.5
24/05/2013,15,19,340,7.2
24/05/2013,16,21,360,6.7
24/05/2013,17,18,10,7.6
24/05/2013,18,18,20,7.4
24/05/2013,19,15,30,6.5
24/05/2013,20,11,10,6.9
24/05/2013,21,11,10,6.2
24/05/2013,22,9,10,6.3
24/05/2013,23,9,350,6.6
25/05/2013,0,10,360,6.4
25/05/2013,1,9,360,6.3
25/05/2013,2,9,10,5.8
25/05/2013,3,7,20,5.6
25/05/2013,4,6,360,6.2
25/05/2013,5,9,10,6.2
25/05/2013,6,9,10,6.1
25/05/2013,7,7,360,6.3
25/05/2013,8,9,360,7.2
25/05/2013,9,7,20,8.5
25/05/2013,10,7,340,9.5
25/05/2013,11,7,340,11.4
25/05/2013,12,6,350,11.7
25/05/2013,13,7,10,13.7
25/05/2013,14,7,340,14.4
25/05/2013,15,7,350,14.5
25/05/2013,16,7,350,14.4
25/05/2013,17,6,350,14.9
25/05/2013,18,7,360,14.5
25/05/2013,19,4,360,13.8
25/05/2013,20,2,30,10.0
25/05/2013,21,1,80,6.6
25/05/2013,22,2,160,4.3
25/05/2013,23,2,180,4.1
26/05/2013,0,1,100,3.0
26/05/2013,1,2,50,2.1
26/05/2013,2,2,60,1.7
26/05/2013,3,2,60,1.2
26/05/2013,4,2,100,1.1
26/05/2013,5,2,40,2.2
26/05/2013,6,2,320,5.9
26/05/2013,7,3,300,7.9
26/05/2013,8,3,330,10.3
26/05/2013,9,5,330,12.6
26/05/2013,10,6,310,14.0
26/05/2013,11,7,280,15.0
26/05/2013,12,7,290,16.2
26/05/2013,13,6,290,16.5
26/05/2013,14,6,290,17.2
26/05/2013,15,7,280,16.9
26/05/2013,16,7,270,17.9
26/05/2013,17,7,240,17.8
26/05/2013,18,7,250,16.7
26/05/2013,19,7,280,16.0
26/05/2013,20,5,270,14.0
26/05/2013,21,4,250,11.0
26/05/2013,22,5,180,8.0
26/05/2013,23,5,170,7.0
27/05/2013,0,4,160,6.2
27/05/2013,1,5,160,4.0
27/05/2013,2,4,160,4.8
27/05/2013,3,4,160,2.9
27/05/2013,4,5,180,2.9
27/05/2013,5,4,160,3.8
27/05/2013,6,6,190,6.4
27/05/2013,7,10,190,7.6
27/05/2013,8,10,200,9.4
27/05/2013,9,11,210,10.9
27/05/2013,10,14,200,13.8
27/05/2013,11,14,210,14.8
27/05/2013,12,16,190,15.1
27/05/2013,13,18,190,15.9
27/05/2013,14,20,180,16.1
27/05/2013,15,18,190,15.6
27/05/2013,16,17,190,15.3
27/05/2013,17,16,180,14.9
27/05/2013,18,14,180,13.5
27/05/2013,19,10,180,12.3
27/05/2013,20,7,180,9.8
27/05/2013,21,6,170,8.7
27/05/2013,22,6,160,10.1
27/05/2013,23,6,140,10.4
28/05/2013,0,3,130,9.1
28/05/2013,1,4,100,9.8
28/05/2013,2,1,230,9.3
28/05/2013,3,2,50,9.1
28/05/2013,4,4,90,8.8
28/05/2013,5,7,90,8.9
28/05/2013,6,6,90,9.0
28/05/2013,7,5,80,9.4
28/05/2013,8,3,30,9.7
28/05/2013,9,2,20,10.0
28/05/2013,10,5,30,9.7
28/05/2013,11,5,350,9.4
28/05/2013,12,5,320,9.3
28/05/2013,13,5,290,9.3
28/05/2013,14,4,230,9.4
28/05/2013,15,5,270,10.4
28/05/2013,16,5,220,9.7
28/05/2013,17,6,170,10.6
28/05/2013,18,7,170,9.9
28/05/2013,19,5,140,10.0
28/05/2013,20,5,130,9.8
28/05/2013,21,4,230,8.8
28/05/2013,22,2,180,8.0
28/05/2013,23,4,150,8.5
29/05/2013,0,4,200,8.2
29/05/2013,1,3,200,7.8
29/05/2013,2,2,160,6.5
29/05/2013,3,2,120,6.9
29/05/2013,4,2,190,7.1
29/05/2013,5,3,180,7.2
29/05/2013,6,2,210,7.6
29/05/2013,7,2,280,8.7
29/05/2013,8,3,220,9.7
29/05/2013,9,4,290,10.7
29/05/2013,10,5,320,10.3
29/05/2013,11,6,310,10.0
29/05/2013,12,7,360,10.2
29/05/2013,13,8,340,10.7
29/05/2013,14,7,320,11.5
29/05/2013,15,5,300,11.6
29/05/2013,16,6,300,11.6
29/05/2013,17,5,300,12.2
29/05/2013,18,7,340,12.6
29/05/2013,19,9,350,12.0
29/05/2013,20,8,350,11.9
29/05/2013,21,7,350,11.8
29/05/2013,22,5,340,11.6
29/05/2013,23,5,340,11.6
30/05/2013,0,6,340,11.7
30/05/2013,1,8,340,11.7
30/05/2013,2,7,340,11.6
30/05/2013,3,6,330,11.2
30/05/2013,4,5,320,10.9
30/05/2013,5,5,290,10.9
30/05/2013,6,8,320,11.6
30/05/2013,7,11,350,11.3
30/05/2013,8,11,360,11.7
30/05/2013,9,11,360,11.9
30/05/2013,10,9,360,12.4
30/05/2013,11,9,360,13.8
30/05/2013,12,9,350,14.3
30/05/2013,13,9,340,14.5
30/05/2013,14,10,340,14.0
30/05/2013,15,9,340,14.2
30/05/2013,16,9,350,14.0
30/05/2013,17,9,360,14.2
30/05/2013,18,9,360,14.0
30/05/2013,19,10,10,13.3
30/05/2013,20,8,10,12.6
30/05/2013,21,8,360,12.0
30/05/2013,22,7,360,11.5
30/05/2013,23,3,10,11.5
31/05/2013,0,3,320,11.5
31/05/2013,1,4,340,11.3
31/05/2013,2,5,350,11.1
31/05/2013,3,4,330,9.8
31/05/2013,4,5,340,10.8
31/05/2013,5,6,350,10.9
31/05/2013,6,6,340,11.1
31/05/2013,7,6,320,12.2
31/05/2013,8,8,330,12.7
31/05/2013,9,8,350,13.6
31/05/2013,10,8,350,14.7
31/05/2013,11,7,350,16.7
31/05/2013,12,7,340,17.8
31/05/2013,13,8,350,18.5
31/05/2013,14,7,350,20.1
31/05/2013,15,7,340,19.3
31/05/2013,16,7,330,19.3
31/05/2013,17,7,340,19.3
31/05/2013,18,5,330,20.1
31/05/2013,19,5,320,19.1
31/05/2013,20,4,330,16.6
31/05/2013,21,4,330,14.8
31/05/2013,22,7,340,13.9
31/05/2013,23,6,350,12.8
01/06/2013,0,6,340,11.0
01/06/2013,1,5,330,11.0
01/06/2013,2,5,330,10.0
01/06/2013,3,5,320,9.0
01/06/2013,4,6,310,8.4
01/06/2013,5,4,310,9.3
01/06/2013,6,6,310,9.9
01/06/2013,7,9,310,10.8
01/06/2013,8,11,320,11.7
01/06/2013,9,10,330,12.7
01/06/2013,10,10,320,13.7
01/06/2013,11,10,340,14.4
01/06/2013,12,11,330,15.5
01/06/2013,13,11,350,15.6
01/06/2013,14,10,340,15.9
01/06/2013,15,10,340,17.0
01/06/2013,16,10,340,17.2
01/06/2013,17,9,330,16.3
01/06/2013,18,9,320,16.1
01/06/2013,19,8,330,14.8
01/06/2013,20,6,330,13.0
01/06/2013,21,3,340,10.7
01/06/2013,22,3,10,8.9
01/06/2013,23,1,40,7.3
02/06/2013,0,2,10,5.1
02/06/2013,1,1,100,4.2
02/06/2013,2,1,130,4.1
02/06/2013,3,2,340,4.6
02/06/2013,4,2,350,3.4
02/06/2013,5,2,330,5.7
02/06/2013,6,2,330,8.1
02/06/2013,7,1,360,10.1
02/06/2013,8,3,10,12.4
02/06/2013,9,6,350,13.3
02/06/2013,10,7,350,13.7
02/06/2013,11,7,320,14.2
02/06/2013,12,7,320,14.7
02/06/2013,13,9,340,15.9
02/06/2013,14,8,330,16.1
02/06/2013,15,8,350,16.5
02/06/2013,16,7,350,16.9
02/06/2013,17,8,340,16.7
02/06/2013,18,8,10,16.1
02/06/2013,19,6,350,15.8
02/06/2013,20,4,10,13.3
02/06/2013,21,3,40,8.7
02/06/2013,22,3,60,8.1
02/06/2013,23,1,350,7.4
03/06/2013,0,2,330,6.7
03/06/2013,1,1,260,6.4
03/06/2013,2,1,100,4.9
03/06/2013,3,2,70,3.8
03/06/2013,4,1,120,3.2
03/06/2013,5,2,150,5.9
03/06/2013,6,1,70,8.5
03/06/2013,7,1,330,11.6
03/06/2013,8,2,360,13.1
03/06/2013,9,3,10,14.6
03/06/2013,10,6,20,15.6
03/06/2013,11,9,20,16.5
03/06/2013,12,10,30,16.8
03/06/2013,13,11,40,17.4
03/06/2013,14,10,40,17.9
03/06/2013,15,11,30,18.0
03/06/2013,16,11,30,18.0
03/06/2013,17,12,30,17.6
03/06/2013,18,11,30,17.0
03/06/2013,19,11,30,15.8
03/06/2013,20,9,40,13.4
03/06/2013,21,7,40,11.0
03/06/2013,22,6,40,8.5
03/06/2013,23,5,40,6.9
04/06/2013,0,2,60,7.4
04/06/2013,1,2,40,5.7
04/06/2013,2,3,20,3.9
04/06/2013,3,1,30,4.3
04/06/2013,4,2,350,4.2
04/06/2013,5,3,360,4.7
04/06/2013,6,5,10,7.2
04/06/2013,7,8,20,9.3
04/06/2013,8,10,30,11.4
04/06/2013,9,9,30,13.4
04/06/2013,10,10,20,15.3
04/06/2013,11,12,30,16.8
04/06/2013,12,14,30,17.7
04/06/2013,13,15,40,18.6
04/06/2013,14,15,40,18.8
04/06/2013,15,15,40,19.4
04/06/2013,16,15,30,18.4
04/06/2013,17,14,30,18.4
04/06/2013,18,15,30,16.9
04/06/2013,19,14,30,15.4
04/06/2013,20,11,20,13.4
04/06/2013,21,10,20,11.5
04/06/2013,22,11,20,10.7
04/06/2013,23,11,30,11.0
05/06/2013,0,11,30,10.8
05/06/2013,1,8,30,9.7
05/06/2013,2,9,40,8.3
05/06/2013,3,8,30,7.9
05/06/2013,4,4,360,8.3
05/06/2013,5,7,30,8.4
05/06/2013,6,9,30,8.9
05/06/2013,7,9,40,9.7
05/06/2013,8,9,30,10.9
05/06/2013,9,11,30,12.2
05/06/2013,10,11,40,13.5
05/06/2013,11,11,30,13.8
05/06/2013,12,11,30,15.1
05/06/2013,13,10,30,16.0
05/06/2013,14,10,20,17.0
05/06/2013,15,10,20,17.3
05/06/2013,16,10,20,17.3
05/06/2013,17,10,20,17.6
05/06/2013,18,10,30,17.2
05/06/2013,19,10,20,15.9
05/06/2013,20,9,20,13.9
05/06/2013,21,10,30,11.5
05/06/2013,22,9,30,10.6
05/06/2013,23,10,30,9.4
06/06/2013,0,7,20,8.3
06/06/2013,1,5,20,7.1
06/06/2013,2,4,10,6.1
06/06/2013,3,5,360,6.1
06/06/2013,4,6,10,7.6
06/06/2013,5,6,30,8.1
06/06/2013,6,8,30,7.8
06/06/2013,7,9,30,8.5
06/06/2013,8,10,30,8.7
06/06/2013,9,10,30,9.6
06/06/2013,10,9,20,12.9
06/06/2013,11,10,30,15.7
06/06/2013,12,10,30,16.8
06/06/2013,13,10,20,18.7
06/06/2013,14,10,30,19.0
06/06/2013,15,11,20,19.5
06/06/2013,16,11,30,19.9
06/06/2013,17,11,30,20.0
06/06/2013,18,11,30,19.6
06/06/2013,19,10,30,18.5
06/06/2013,20,8,30,15.8
06/06/2013,21,6,20,12.9
06/06/2013,22,5,20,11.1
06/06/2013,23,6,30,11.5
07/06/2013,0,7,20,10.7
07/06/2013,1,7,20,9.5
07/06/2013,2,5,10,8.2
07/06/2013,3,6,10,7.4
07/06/2013,4,6,10,7.4
07/06/2013,5,8,20,7.7
07/06/2013,6,7,20,8.9
07/06/2013,7,9,30,9.9
07/06/2013,8,11,30,11.9
07/06/2013,9,9,30,12.9
07/06/2013,10,9,30,14.2
07/06/2013,11,8,40,16.5
07/06/2013,12,6,30,16.9
07/06/2013,13,4,50,17.9
07/06/2013,14,12,40,18.6
07/06/2013,15,14,40,20.4
07/06/2013,16,14,30,20.5
07/06/2013,17,15,30,19.9
07/06/2013,18,13,30,19.1
07/06/2013,19,11,30,16.9
07/06/2013,20,10,20,15.2
07/06/2013,21,10,20,13.1
07/06/2013,22,7,20,11.3
07/06/2013,23,8,30,10.6
08/06/2013,0,7,30,9.0
08/06/2013,1,7,30,8.3
08/06/2013,2,8,30,8.3
08/06/2013,3,9,30,8.3
08/06/2013,4,9,30,8.0
08/06/2013,5,10,30,8.5
08/06/2013,6,11,30,9.6
08/06/2013,7,13,30,10.5
08/06/2013,8,14,30,11.6
08/06/2013,9,15,30,12.4
08/06/2013,10,15,40,15.0
08/06/2013,11,14,30,14.6
08/06/2013,12,15,30,15.4
08/06/2013,13,15,40,15.8
08/06/2013,14,15,30,15.9
08/06/2013,15,14,30,16.2
08/06/2013,16,14,40,15.4
08/06/2013,17,14,30,14.5
08/06/2013,18,14,30,13.8
08/06/2013,19,13,40,12.8
08/06/2013,20,13,40,11.9
08/06/2013,21,12,30,11.2
08/06/2013,22,12,40,11.2
08/06/2013,23,12,40,10.8
09/06/2013,0,10,50,10.5
09/06/2013,1,9,30,10.1
09/06/2013,2,10,30,9.8
09/06/2013,3,9,30,9.6
09/06/2013,4,9,30,9.6
09/06/2013,5,9,40,9.6
09/06/2013,6,8,30,9.9
09/06/2013,7,10,40,10.4
09/06/2013,8,13,40,10.8
09/06/2013,9,11,40,11.2
09/06/2013,10,12,40,11.6
09/06/2013,11,12,30,11.8
09/06/2013,12,12,30,13.1
09/06/2013,13,11,40,15.1
09/06/2013,14,12,50,15.7
09/06/2013,15,11,40,15.7
09/06/2013,16,11,40,15.6
09/06/2013,17,12,40,15.5
09/06/2013,18,11,40,15.0
09/06/2013,19,10,30,13.8
09/06/2013,20,8,30,11.6
09/06/2013,21,5,30,7.9
09/06/2013,22,5,40,6.2
09/06/2013,23,5,40,6.0
10/06/2013,0,3,10,5.7
10/06/2013,1,2,360,5.1
10/06/2013,2,3,350,5.0
10/06/2013,3,2,340,4.5
10/06/2013,4,1,320,4.8
10/06/2013,5,1,330,6.0
10/06/2013,6,1,330,7.4
10/06/2013,7,1,310,9.2
10/06/2013,8,4,60,10.5
10/06/2013,9,3,70,11.1
10/06/2013,10,3,80,11.3
10/06/2013,11,5,40,12.0
10/06/2013,12,4,40,13.3
10/06/2013,13,5,70,13.1
10/06/2013,14,4,110,13.3
10/06/2013,15,4,110,13.9
10/06/2013,16,5,140,14.1
10/06/2013,17,3,220,14.5
10/06/2013,18,3,150,14.7
10/06/2013,19,5,110,14.1
10/06/2013,20,3,130,13.9
10/06/2013,21,5,170,12.6
10/06/2013,22,6,180,10.8
10/06/2013,23,6,160,8.1
11/06/2013,0,5,140,7.7
11/06/2013,1,5,120,7.8
11/06/2013,2,5,130,8.6
11/06/2013,3,7,140,9.2
11/06/2013,4,9,130,9.6
11/06/2013,5,9,120,10.1
11/06/2013,6,6,140,10.2
11/06/2013,7,8,140,11.5
11/06/2013,8,10,140,12.6
11/06/2013,9,9,140,14.5
11/06/2013,10,11,160,15.3
11/06/2013,11,12,150,15.9
11/06/2013,12,12,160,15.6
11/06/2013,13,11,170,15.6
11/06/2013,14,11,170,16.0
11/06/2013,15,13,180,17.0
11/06/2013,16,13,180,16.9
11/06/2013,17,13,190,16.9
11/06/2013,18,15,190,16.7
11/06/2013,19,13,180,15.9
11/06/2013,20,12,180,14.7
11/06/2013,21,10,190,13.0
11/06/2013,22,11,170,12.9
11/06/2013,23,8,160,12.8
12/06/2013,0,9,150,12.9
12/06/2013,1,10,150,13.6
12/06/2013,2,13,170,13.7
12/06/2013,3,13,180,14.5
12/06/2013,4,14,180,14.5
12/06/2013,5,13,190,14.3
12/06/2013,6,12,200,13.7
12/06/2013,7,9,200,14.2
12/06/2013,8,12,200,15.6
12/06/2013,9,14,200,15.7
12/06/2013,10,14,200,15.8
12/06/2013,11,12,200,16.0
12/06/2013,12,12,200,15.3
12/06/2013,13,13,190,15.3
12/06/2013,14,14,190,15.3
12/06/2013,15,15,190,15.8
12/06/2013,16,14,190,16.2
12/06/2013,17,12,190,16.1
12/06/2013,18,13,190,15.7
12/06/2013,19,14,190,15.4
12/06/2013,20,14,190,15.3
12/06/2013,21,13,200,14.8
12/06/2013,22,11,210,14.7
12/06/2013,23,12,200,14.5
13/06/2013,0,14,200,14.1
13/06/2013,1,12,200,13.5
13/06/2013,2,11,200,13.5
13/06/2013,3,13,200,13.4
13/06/2013,4,15,200,13.1
13/06/2013,5,15,200,12.9
13/06/2013,6,16,190,12.9
13/06/2013,7,14,190,13.2
13/06/2013,8,15,190,13.6
13/06/2013,9,13,200,14.1
13/06/2013,10,14,200,14.8
13/06/2013,11,15,210,14.7
13/06/2013,12,15,220,15.0
13/06/2013,13,17,220,16.4
13/06/2013,14,20,240,15.8
13/06/2013,15,21,240,15.1
13/06/2013,16,17,240,15.7
13/06/2013,17,16,270,15.6
13/06/2013,18,15,250,14.8
13/06/2013,19,13,250,14.7
13/06/2013,20,10,240,13.2
13/06/2013,21,9,230,11.8
13/06/2013,22,8,220,10.5
13/06/2013,23,7,220,9.9
14/06/2013,0,5,190,8.5
14/06/2013,1,6,190,8.3
14/06/2013,2,6,190,7.2
14/06/2013,3,7,200,8.1
14/06/2013,4,6,190,6.5
14/06/2013,5,7,170,8.5
14/06/2013,6,8,180,9.8
14/06/2013,7,9,180,11.2
14/06/2013,8,9,190,12.8
14/06/2013,9,11,190,13.4
14/06/2013,10,11,190,15.0
14/06/2013,11,12,190,15.9
14/06/2013,12,13,190,17.1
14/06/2013,13,16,180,18.2
14/06/2013,14,17,180,17.9
14/06/2013,15,15,180,17.9
14/06/2013,16,16,190,17.5
14/06/2013,17,17,180,16.4
14/06/2013,18,16,190,15.4
14/06/2013,19,13,180,14.7
14/06/2013,20,11,160,14.0
14/06/2013,21,11,150,13.9
14/06/2013,22,13,150,13.8
14/06/2013,23,15,150,13.2
15/06/2013,0,15,150,12.5
15/06/2013,1,14,170,11.9
15/06/2013,2,12,190,12.3
15/06/2013,3,10,220,11.0
15/06/2013,4,8,210,9.2
15/06/2013,5,8,210,9.7
15/06/2013,6,9,210,10.6
15/06/2013,7,12,210,11.6
15/06/2013,8,16,230,12.3
15/06/2013,9,15,230,12.9
15/06/2013,10,15,230,14.3
15/06/2013,11,15,230,15.1
15/06/2013,12,17,220,15.1
15/06/2013,13,15,210,12.0
15/06/2013,14,10,230,12.6
15/06/2013,15,13,240,15.1
15/06/2013,16,14,240,15.1
15/06/2013,17,16,230,15.5
15/06/2013,18,14,240,15.0
15/06/2013,19,13,230,14.1
15/06/2013,20,10,230,13.8
15/06/2013,21,11,230,12.8
15/06/2013,22,7,230,12.5
15/06/2013,23,9,220,12.2
16/06/2013,0,10,220,11.7
16/06/2013,1,10,210,11.5
16/06/2013,2,9,200,11.1
16/06/2013,3,10,210,10.7
16/06/2013,4,9,210,10.5
16/06/2013,5,9,210,10.9
16/06/2013,6,8,200,11.4
16/06/2013,7,7,200,12.3
16/06/2013,8,8,210,13.3
16/06/2013,9,8,210,14.1
16/06/2013,10,10,210,14.4
16/06/2013,11,9,210,14.7
16/06/2013,12,10,200,14.3
16/06/2013,13,10,190,13.1
16/06/2013,14,7,180,14.3
16/06/2013,15,7,180,15.5
16/06/2013,16,5,160,16.0
16/06/2013,17,5,150,15.9
16/06/2013,18,6,130,15.7
16/06/2013,19,5,130,15.4
16/06/2013,20,4,110,14.9
16/06/2013,21,4,140,14.0
16/06/2013,22,4,100,12.8
16/06/2013,23,3,70,12.4
17/06/2013,0,4,70,12.1
17/06/2013,1,4,70,10.8
17/06/2013,2,4,30,11.1
17/06/2013,3,4,50,12.9
17/06/2013,4,8,100,13.0
17/06/2013,5,6,60,12.3
17/06/2013,6,3,50,12.3
17/06/2013,7,5,20,12.4
17/06/2013,8,8,20,13.7
17/06/2013,9,8,30,15.0
17/06/2013,10,8,40,17.4
17/06/2013,11,10,60,17.2
17/06/2013,12,11,60,17.9
17/06/2013,13,9,60,18.8
17/06/2013,14,10,60,18.4
17/06/2013,15,11,50,19.6
17/06/2013,16,12,40,20.0
17/06/2013,17,11,50,19.1
17/06/2013,18,9,50,18.1
17/06/2013,19,8,50,17.4
17/06/2013,20,8,40,16.5
17/06/2013,21,7,30,15.2
17/06/2013,22,5,40,15.3
17/06/2013,23,6,30,14.7
18/06/2013,0,8,30,13.8
18/06/2013,1,5,10,13.1
18/06/2013,2,5,20,12.3
18/06/2013,3,5,360,11.4
18/06/2013,4,5,10,10.6
18/06/2013,5,5,10,11.4
18/06/2013,6,7,20,12.1
18/06/2013,7,7,30,13.0
18/06/2013,8,4,20,13.9
18/06/2013,9,5,10,15.4
18/06/2013,10,4,360,17.0
18/06/2013,11,2,250,17.8
18/06/2013,12,3,120,17.7
18/06/2013,13,4,140,18.0
18/06/2013,14,3,250,18.1
18/06/2013,15,4,200,18.1
18/06/2013,16,4,180,18.5
18/06/2013,17,3,170,19.0
18/06/2013,18,3,220,19.4
18/06/2013,19,2,230,19.0
18/06/2013,20,2,160,17.4
18/06/2013,21,2,110,14.6
18/06/2013,22,1,120,14.0
18/06/2013,23,3,190,14.9
19/06/2013,0,4,180,15.1
19/06/2013,1,2,170,14.9
19/06/2013,2,2,190,14.9
19/06/2013,3,2,220,14.8
19/06/2013,4,1,200,14.2
19/06/2013,5,2,100,14.5
19/06/2013,6,2,290,14.7
19/06/2013,7,2,280,15.7
19/06/2013,8,3,180,18.0
19/06/2013,9,4,330,19.6
19/06/2013,10,4,340,20.6
19/06/2013,11,5,10,20.9
19/06/2013,12,4,360,22.3
19/06/2013,13,4,360,22.9
19/06/2013,14,4,350,23.8
19/06/2013,15,5,340,22.5
19/06/2013,16,5,350,21.8
19/06/2013,17,7,360,22.7
19/06/2013,18,5,20,21.2
19/06/2013,19,4,360,20.5
19/06/2013,20,5,30,19.9
19/06/2013,21,7,40,19.3
19/06/2013,22,8,40,19.0
19/06/2013,23,5,20,18.4
20/06/2013,0,4,50,19.0
20/06/2013,1,5,50,18.3
20/06/2013,2,4,10,17.6
20/06/2013,3,5,20,17.1
20/06/2013,4,5,10,16.8
20/06/2013,5,5,20,16.7
20/06/2013,6,5,50,17.0
20/06/2013,7,4,80,17.7
20/06/2013,8,8,60,18.3
20/06/2013,9,6,90,19.0
20/06/2013,10,7,110,18.8
20/06/2013,11,7,100,19.2
20/06/2013,12,7,130,18.8
20/06/2013,13,6,120,18.6
20/06/2013,14,4,150,18.9
20/06/2013,15,4,180,18.9
20/06/2013,16,5,180,18.5
20/06/2013,17,6,180,18.6
20/06/2013,18,9,200,18.3
20/06/2013,19,8,200,17.8
20/06/2013,20,5,220,17.2
20/06/2013,21,3,220,13.9
20/06/2013,22,4,170,12.5
20/06/2013,23,2,180,12.0
21/06/2013,0,3,190,13.4
21/06/2013,1,4,180,13.1
21/06/2013,2,6,170,13.7
21/06/2013,3,4,200,13.8
21/06/2013,4,5,190,13.6
21/06/2013,5,4,220,13.8
21/06/2013,6,4,210,14.2
21/06/2013,7,4,180,14.5
21/06/2013,8,6,190,14.7
21/06/2013,9,6,230,16.0
21/06/2013,10,9,250,17.0
21/06/2013,11,8,270,16.8
21/06/2013,12,6,280,18.3
21/06/2013,13,5,260,19.9
21/06/2013,14,5,250,20.9
21/06/2013,15,7,240,21.3
21/06/2013,16,10,230,20.4
21/06/2013,17,10,250,21.4
21/06/2013,18,10,240,21.0
21/06/2013,19,11,250,19.0
21/06/2013,20,11,240,16.9
21/06/2013,21,10,240,14.7
21/06/2013,22,5,210,12.4
21/06/2013,23,6,190,13.2
22/06/2013,0,7,180,10.4
22/06/2013,1,12,180,12.7
22/06/2013,2,13,200,11.9
22/06/2013,3,11,190,11.3
22/06/2013,4,13,180,11.5
22/06/2013,5,14,180,11.9
22/06/2013,6,12,190,12.3
22/06/2013,7,12,190,13.0
22/06/2013,8,10,190,13.7
22/06/2013,9,11,210,14.5
22/06/2013,10,13,220,14.8
22/06/2013,11,12,220,14.9
22/06/2013,12,14,220,15.8
22/06/2013,13,13,230,15.7
22/06/2013,14,14,220,16.6
22/06/2013,15,15,220,15.7
22/06/2013,16,16,200,15.6
22/06/2013,17,15,210,16.5
22/06/2013,18,14,210,15.1
22/06/2013,19,15,210,15.0
22/06/2013,20,14,200,13.8
22/06/2013,21,12,200,13.6
22/06/2013,22,12,210,12.9
22/06/2013,23,11,210,12.4
23/06/2013,0,9,210,12.2
23/06/2013,1,9,210,12.5
23/06/2013,2,10,210,12.5
23/06/2013,3,10,210,12.5
23/06/2013,4,8,230,12.9
23/06/2013,5,9,240,13.0
23/06/2013,6,9,240,13.1
23/06/2013,7,10,250,14.0
23/06/2013,8,12,250,15.2
23/06/2013,9,14,250,15.0
23/06/2013,10,13,260,15.1
23/06/2013,11,15,260,15.2
23/06/2013,12,15,260,15.5
23/06/2013,13,16,270,15.6
23/06/2013,14,17,270,15.6
23/06/2013,15,17,270,16.1
23/06/2013,16,17,260,15.6
23/06/2013,17,14,260,15.8
23/06/2013,18,15,260,15.4
23/06/2013,19,13,280,12.2
23/06/2013,20,10,290,12.0
23/06/2013,21,8,300,12.2
23/06/2013,22,7,280,12.0
23/06/2013,23,8,270,11.4
24/06/2013,0,5,280,11.0
24/06/2013,1,5,270,10.5
24/06/2013,2,4,270,10.0
24/06/2013,3,6,260,9.7
24/06/2013,4,5,280,9.1
24/06/2013,5,6,270,9.6
24/06/2013,6,6,270,10.8
24/06/2013,7,7,270,11.6
24/06/2013,8,8,290,12.6
24/06/2013,9,10,300,14.3
